interaction_id,turn_number,text,next_text
20260207/ef8e011a-16:31:14-020a68b1,15,What job roles are you looking for? You can tell any job you are looking for,I am a computer operator.
20260207/ef9730e4-16:19:13-444078c7,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",UPSC's
20260207/efb057a0-16:58:50-b55fb00c,15,What job roles are you looking for? You can tell any job you are looking for,Tell me the sales.
20260207/efb64ae2-16:18:37-bc8a8c11,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/efc11714-18:28:36-f7603db6,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/efc30325-19:11:34-a7014897,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","After data entry, back back end."
20260207/efcb36c0-16:44:53-c7503ab4,21,What job roles are you looking for? You can tell any job you are looking for.,System working.
20260207/efe686e6-16:40:47-2349e4ae,21,What job roles are you looking for? You can tell any job you are looking for,"I am a competitive police officer, you cut the exam."
20260207/eff54edd-16:09:53-9da4f66e,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Airports, airports."
20260207/f013eb05-15:45:12-20b59952,17,"Okay, so you are looking for something else. What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","That same machine operator is searching now, sir."
20260207/f016661a-15:40:12-8d783fb6,15,What was the last title of your last job role?,Our relationship is not good.
20260207/f016661a-15:40:12-8d783fb6,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","We are looking for a government job, a government job, KSRTC."
20260207/f01c7b75-18:09:35-b4290243,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I have taught in college.
20260207/f03250a9-16:57:24-c264f5f4,19,What job roles are you looking for? You can tell any job you are looking for. Hey are you still on call?,Hello.
20260207/f03b1060-16:50:34-e5c6aca3,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",In accounts.
20260207/f050c6d6-18:49:29-0240432d,13,Okay. What kind of job are you looking for? Hey are you still on call?,I am in the office.
20260207/f050c6d6-18:49:29-0240432d,15,Okay. What kind of job are you looking for?,Office work.
20260207/f050c6d6-18:49:29-0240432d,17,What job roles are you looking for? You can tell any job you are looking for. Hey are you still on call?,Yes.
20260207/f050c6d6-18:49:29-0240432d,19,What job roles are you looking for? You can tell any job you are looking for.,Finance.
20260207/f055e7d0-15:59:52-4d8b7852,17,What job roles are you looking for? You can tell any job you are looking for,"Uh like uh AI or technical support, I think it's related to anything."
20260207/f05e4390-16:58:46-72d24f0c,15,What job roles are you looking for? You can tell any job you are looking for.,"If you take it to our village, the work will be enough."
20260207/f05e4390-16:58:46-72d24f0c,17,What job roles are you looking for? You can tell any job you are looking for.,Yes.
20260207/f05e4390-16:58:46-72d24f0c,19,"What job roles are you looking for? You can tell any job you are looking for? For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/f0652df3-19:11:48-5919b877,13,What job roles are you looking for? You can tell any job you are looking for,Associate software engineer or Java developer.
20260207/f0721809-16:53:59-b6771eaf,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Company job. Hello.
20260207/f0b4a971-16:28:30-6607bc9d,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/f0c37cfc-15:55:37-91f7c544,13,What job roles are you looking for? You can tell any job you are looking for.,Anything will work for you.
20260207/f0d16716-17:19:22-8c3caec9,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Data analyst, data scientist."
20260207/f0f1175d-16:36:00-db9f975c,15,What job roles are you looking for? You can tell any job you are looking for.,Harmann's
20260207/f0f1175d-16:36:00-db9f975c,21,"I apologize, I misheard you. Could you please clarify what you meant by ""Hormones""? I need to confirm your job role.","Okay, I am an M.Sc. B.Ed., meaning a teaching professional."
20260207/f0f3fecd-16:46:30-e459dc71,21,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",It is there.
20260207/f107b881-16:36:14-12354db6,13,What job roles are you looking for? You can tell any job you are looking for.,Anything.
20260207/f11f72ed-17:30:56-20d6f011,19,What job roles are you looking for? You can tell any job you are looking for.,I will tell.
20260207/f11f72ed-17:30:56-20d6f011,21,"Okay, please tell me what job roles you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/f12d21e2-16:49:47-e93c4be2,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Sexy sexy sexy.
20260207/f13ca176-16:02:54-6bd4e9a0,13,What job roles are you looking for? You can tell any job you are looking for,"Software developer, software engineer, trainee, fresher."
20260207/f13e974b-15:42:40-2fecbc0e,17,What job roles are you looking for? You can tell any job you are looking for,"Which internship and shipping, I mean the railway one?"
20260207/f147bb02-16:20:16-607fb9e4,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Hmm.
20260207/f147bb02-16:20:16-607fb9e4,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","Nothing, nothing."
20260207/f15b4fac-15:54:35-127c5444,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",AI operator.
20260207/f1737d2f-16:37:22-0ebac424,17,What job roles are you looking for? You can tell any job you are looking for.,Yes.
20260207/f1737d2f-16:37:22-0ebac424,19,What job roles are you looking for? You can tell any job you are looking for.,"Now electrician, self business."
20260207/f1a030ff-15:34:55-e0c1a49b,33,What job roles are you looking for? You can tell any job you are looking for.,What time job?
20260207/f1a030ff-15:34:55-e0c1a49b,35,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Part-time job.
20260207/f1a030ff-15:34:55-e0c1a49b,37,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Part time job. Part time job.
20260207/f1a854e8-17:09:59-7e09f349,17,What job roles are you looking for? You can tell any job you are looking for.,I am an electrician.
20260207/f1a95851-15:41:25-e0349ae0,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Okay.
20260207/f1b178d1-15:39:59-2c158048,19,What was the last title of your last job role?,What is it?
20260207/f1b178d1-15:39:59-2c158048,21,What was the last title of your last job role?,Hello madam.
20260207/f1b178d1-15:39:59-2c158048,23,What was the last title of your last job role?,"Yes, yes."
20260207/f1b178d1-15:39:59-2c158048,25,What was the last title of your last job role?,"If it's eighteen years, then no sir, I won't come for the application. What was the problem? No. Hello, who is this madam?"
20260207/f1b2155c-16:23:02-6967233b,21,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Electrician madam.
20260207/f1ec34e9-16:45:03-a4a65e5d,15,What job roles are you looking for? You can tell any job you are looking for,Anything will do.
20260207/f1f74e97-17:48:36-14529e6d,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","Work from home, IT, IT kids."
20260207/f21bec38-17:06:28-c9a5e957,13,What job roles are you looking for? You can tell any job you are looking for,"Anything, anything is okay."
20260207/f24b9088-16:47:05-799ee78e,15,What job roles are you looking for? You can tell any job you are looking for.,Electrician.
20260207/f261c519-21:30:15-a4437fd5,13,What was the last title of your last job role?,"Ah, I never did it."
20260207/f264a581-15:38:40-6ae0c199,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","No madam, I."
20260207/f265d83b-15:56:40-2b54fdfe,11,What was the last title of your last job role?,"What, what did she say? She said it's the last title job. Leave it, get out."
20260207/f2663406-15:39:28-41e57fb9,11,What job roles are you looking for? You can tell any job you are looking for.,Yes.
20260207/f26d2c79-18:27:48-51cff8c4,17,What job roles are you looking for? You can tell any job you are looking for.,"I have never tried this. I will give that, I will take that."
20260207/f27276e2-16:19:39-fa6d1d3b,21,What job roles are you looking for? You can tell any job you are looking for.,"Yes, okay."
20260207/f27276e2-16:19:39-fa6d1d3b,23,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Don't want to eat.
20260207/f281e1bc-18:28:48-a7e3edc0,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Ambulator system.
20260207/f2862e64-15:51:53-1f2bb2cc,17,What job roles are you looking for? You can tell any job you are looking for.,Yes madam.
20260207/f2862e64-15:51:53-1f2bb2cc,19,What job roles are you looking for? You can tell any job you are looking for.,"I will talk after you leave, madam."
20260207/f294822c-16:52:17-3ea6d997,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Agniveera. Agniveera.
20260207/f2a83d04-16:00:35-7cbf72cf,17,What job roles are you looking for? You can tell any job you are looking for,What is the name of the model?
20260207/f2a83d04-16:00:35-7cbf72cf,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Electronic.
20260207/f2c09ba9-16:55:47-b6f726aa,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Software developer.
20260207/f2d4221d-18:17:33-26282181,19,What job roles are you looking for? You can tell any job you are looking for.,Government.
20260207/f2d5526a-16:26:00-50dde669,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/f2de2c85-18:52:34-ac253f26,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/f2e7300c-16:43:39-6f85389e,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/f2e7300c-16:43:39-6f85389e,23,"Please tell me what to change regarding your job type, job role, or other needs.",Which job will they give?
20260207/f2e9e6ab-16:07:39-32d08336,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Yes.
20260207/f30eb0a0-15:57:22-a32044c4,15,What job roles are you looking for? You can tell any job you are looking for,I will explain with examples.
20260207/f30eb0a0-15:57:22-a32044c4,17,"Please tell me what job roles you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Examples.
20260207/f32260e3-16:46:43-8e311ba2,15,What job roles are you looking for? You can tell any job you are looking for.,"Hey, come on, Uchumkare."
20260207/f32260e3-16:46:43-8e311ba2,17,What job roles are you looking for? You can tell any job you are looking for.,We are looking for a good job.
20260207/f33fb7d3-16:55:21-d1f12849,17,What job roles are you looking for? You can tell any job you are looking for.,I have a job.
20260207/f34f76c9-18:05:58-39c3210d,15,What job roles are you looking for? You can tell any job you are looking for.,What is the bank data?
20260207/f34f76c9-18:05:58-39c3210d,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry operator.
20260207/f3501488-16:31:30-bd668559,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Teacher.
20260207/f36ad96f-16:35:49-ef1e5a5d,17,What job roles are you looking for? You can tell any job you are looking for.,"Madam, we are looking for wiring."
20260207/f36f2d63-19:19:20-c560159f,13,What job roles are you looking for? You can tell any job you are looking for.,"I am not searching for anything, I am doing this only, the wedding."
20260207/f379681c-18:13:17-a081fd6c,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Tell me if there is a girl. My B.Com is finished, tell me if there is any teaching field. Tell me if there is a girl. Hey, there is no girl. Yes, she is not a matrimonial person. Which one?"
20260207/f37bd5b8-15:44:45-0bcd6b79,23,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","They are looking now, I don't know what work they do, I have to ask them. He is our boy."
20260207/f37bd5b8-15:44:45-0bcd6b79,25,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","They are looking for a machine operator, we need to see and ask what they do."
20260207/f3957a12-18:14:03-630e073d,19,What job roles are you looking for? You can tell any job you are looking for Hey are you still on call?,"Yes, tell me."
20260207/f3957a12-18:14:03-630e073d,21,What job roles are you looking for? You can tell any job you are looking for,"Yes, give an example."
20260207/f397af9b-16:06:58-2296fe3d,21,"Okay, so you're open to different job roles. Do you have any other job-related needs? Like training courses, accommodation, or travel help?",No.
20260207/f3b8322b-15:47:44-44e61a9a,11,What was the last title of your last job role?,"Yes, Agri College, Rice Agricultural College."
20260207/f3b8322b-15:47:44-44e61a9a,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Which one, which one is not there?"
20260207/f3b8322b-15:47:44-44e61a9a,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Anything will work.
20260207/f3dc4faa-16:36:01-1578b352,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Which job do we have? What army?
20260207/f3ee2218-15:40:50-63e4f9ab,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","I am not interested in working, madam."
20260207/f3f2a9ae-15:56:53-9cb6eeff,13,What was the last title of your last job role?,Dharwad
20260207/f3f81662-20:42:31-ea4191e7,17,What job roles are you looking for? You can tell any job you are looking for.,What do you mean?
20260207/f3f81662-20:42:31-ea4191e7,19,"I mean, what kind of job are you looking for? For example, data entry operator, salesperson, electrician, or machine operator.",In machine operator.
20260207/f41d97b1-16:27:32-ed05fad0,13,What job roles are you looking for? You can tell any job you are looking for.,No.
20260207/f41d97b1-16:53:31-1e7efd4b,13,What job roles are you looking for? You can tell any job you are looking for.,"Yes, I will pay the salary myself."
20260207/f41d97b1-16:53:31-1e7efd4b,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Which job? We are military forces.
20260207/f41d97b1-16:53:31-1e7efd4b,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I don't know.
20260207/f42c8656-16:16:33-03d1d236,19,What job roles are you looking for? You can tell any job you are looking for.,"Banking Patel, Accountant or Clerk."
20260207/f430f6e3-16:48:27-2014bbf4,19,What job roles are you looking for? You can tell any job you are looking for.,"Madam, hello."
20260207/f472bef5-17:13:50-21d1b662,13,What was the last title of your last job role?,"Ours is Net Plus, madam."
20260207/f474f144-18:17:07-12736479,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Which job, which job are you looking for? You took the cow and made a banana."
20260207/f4a66bfc-16:54:17-471f3cb6,13,What job roles are you looking for? You can tell any job you are looking for.,"What should I say? The first one is to put it in the pot. The second one, the second one is to bend and put it. The third one is to bend and put it. The fourth one is to turn it and put it in the mouth. This is our work."
20260207/f4e441c7-17:56:39-79426b8c,15,What job roles are you looking for? You can tell any job you are looking for.,You are generous.
20260207/f4e441c7-17:56:39-79426b8c,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",We are accounting now.
20260207/f4e7a275-16:14:03-de688bf9,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/f4e7a275-16:29:09-6b00afda,9,What was the last title of your last job role?,"What job role title is it? Tomorrow, the policy checking people will tell, see, they will tell there."
20260207/f4e7a275-16:29:09-6b00afda,13,What job roles are you looking for? You can tell any job you are looking for.,"Sir, I can tell you that. Quality checking, you... Go, why do we need quality checking? Just quality checking."
20260207/f4e86c66-16:25:30-4885b064,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Madam, I am back at the farm."
20260207/f4f8a09c-16:09:39-18b0e158,17,What was the last title of your last job role?,Yes.
20260207/f4f8a09c-16:09:39-18b0e158,19,What was the last title of your last job role?,I have a desire to join the company.
20260207/f4f8a09c-16:09:39-18b0e158,21,What was the last title of your last job role?,I don't understand anything.
20260207/f4f8a09c-16:09:39-18b0e158,27,What job roles are you looking for? You can tell any job you are looking for,Operating on the machine inside the company.
20260207/f52069a5-16:28:38-c30787ab,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",College jobs are not
20260207/f52b87f7-16:55:48-39facc44,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/f5406a96-16:17:00-ba28e3c8,19,What job roles are you looking for? You can tell any job you are looking for.,Computer Assistant
20260207/f5636282-18:38:12-394b97a8,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data enter.
20260207/f566a4a2-16:23:12-b104fcc8,15,What job roles are you looking for? You can tell any job you are looking for.,"No, will you give a company job?"
20260207/f572ff31-15:37:59-92837ff8,15,What job roles are you looking for? You can tell any job you are looking for,"You want to see the warrant, madam, I will put it, you can see the rest of the money."
20260207/f5aaf7a8-16:18:20-8a239afe,13,What job roles are you looking for? You can tell any job you are looking for.,I work in a company.
20260207/f5aeb4c3-16:30:45-6ec71cbc,21,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/f5cdc980-16:22:23-4d0cf3b4,17,What was the last title of your last job role?,Of the time
20260207/f5cdc980-16:22:23-4d0cf3b4,25,What job roles are you looking for? You can tell any job you are looking for.,It is finished.
20260207/f5e776de-19:27:30-5c0b99bd,15,What job roles are you looking for? You can tell any job you are looking for.,I haven't searched for anything yet.
20260207/f5f8fab7-19:23:48-d95b02ea,15,What job roles are you looking for? You can tell any job you are looking for,We
20260207/f5f8fab7-19:23:48-d95b02ea,17,What job roles are you looking for? You can tell any job you are looking for,That is ours
20260207/f5f8fab7-19:23:48-d95b02ea,19,What job roles are you looking for? You can tell any job you are looking for,Hmm
20260207/f5f8fab7-19:23:48-d95b02ea,21,What job roles are you looking for? You can tell any job you are looking for,"Madam, I am a mechanic."
20260207/f633aa1b-17:33:25-a5ce3783,11,What was the last title of your last job role?,Huh?
20260207/f633aa1b-17:33:25-a5ce3783,13,What was the last title of your last job role?,What?
20260207/f633aa1b-17:33:25-a5ce3783,15,What was the last title of your last job role?,Title?
20260207/f633aa1b-17:33:25-a5ce3783,19,"What job roles are you looking for? You can tell any job you are looking for. If you are doubtful, some examples are data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/f63b8d9c-16:35:48-802b00d5,15,What was the last title of your last job role?,"Yes, I don't know him, he is a boy."
20260207/f63b8d9c-16:35:48-802b00d5,25,"Could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.",Don't look at what he is doing.
20260207/f63b8d9c-16:35:48-802b00d5,27,"I'm sorry, I didn't understand. Could you please tell me what job roles you are looking for? If you are unsure, you can say ""Anything"".","Yes, you can do it this way."
20260207/f63d154b-19:25:04-1439f8d0,17,What job roles are you looking for? You can tell any job you are looking for,"Nothing like that, any is okay."
20260207/f6499d52-18:07:42-52a9621a,15,What job roles are you looking for? You can tell any job you are looking for.,"We are looking at our ITR trade, madam."
20260207/f6499d52-19:09:06-3b89e55f,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/f650cb91-16:23:59-d55504f9,15,"What job roles are you looking for? You can tell any job you are looking for, for example: data entry operator, salesperson, electrician, or machine operator.",I am interested madam.
20260207/f652d127-18:11:46-00966c6b,15,What job roles are you looking for? You can tell any job you are looking for,"Office work ma'am, office work."
20260207/f65e7c99-16:06:34-41a5cb00,25,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Hmm hmm hmm, yes, in that company."
20260207/f65e7c99-16:06:34-41a5cb00,27,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","I won't tell now. Now I will ask our boy and tell you. Our boy is not at home. Ask him and show me this number, madam."
20260207/f65e7c99-16:06:34-41a5cb00,29,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",How do I say it? Now our boy should say it.
20260207/f6689144-15:36:37-72a352d0,13,What was the last title of your last job role?,What happened?
20260207/f6689144-15:36:37-72a352d0,15,"I'm sorry, I didn't understand. Could you please tell me the title of your last job role?",Hello.
20260207/f6a2c3e6-16:58:30-7a1c45e5,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/f6a67b5d-16:22:02-a9a2c2d8,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Madam, government job, I am trying for a government job, any one."
20260207/f6ae70ae-16:53:04-f5b619fb,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Agniveer Army Army.
20260207/f6bc7dab-16:03:33-200232f0,23,What was the last title of your last job role?,"Yes, hello madam."
20260207/f6bc7dab-16:03:33-200232f0,25,What was the last title of your last job role?,I did it.
20260207/f6bc7dab-16:03:33-200232f0,27,What was the last title of your last job role?,Holki class.
20260207/f6bc7dab-16:03:33-200232f0,33,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","This fashion design madam, I am not in that either."
20260207/f6d1f0cd-16:48:30-ac17754c,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",We are not able to find anything else.
20260207/f6dc8dc2-15:34:58-af638720,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/f6e91924-17:53:40-80dd01a0,17,What job roles are you looking for? You can tell any job you are looking for,I am looking for an official job.
20260207/f6e91924-18:28:34-af83ced9,13,What was the last title of your last job role?,Yes.
20260207/f6e91924-18:28:34-af83ced9,17,What job roles are you looking for? You can tell any job you are looking for,"Official, madam."
20260207/f6ec1ff1-18:24:16-b5b476c5,15,What was the last title of your last job role? Hey are you still on call?,"No, now we are government employees."
20260207/f719d7cb-16:03:23-5437e6d9,15,What job roles are you looking for? You can tell any job you are looking for.,Full time job madam.
20260207/f719d7cb-16:03:23-5437e6d9,17,What job roles are you looking for? You can tell any job you are looking for.,"Whatever it is, it is not happening."
20260207/f71b3aad-16:02:10-f123ae59,17,What job roles are you looking for? You can tell any job you are looking for.,Teacher.
20260207/f739af29-15:52:51-9fbfb381,15,What job roles are you looking for? You can tell any job you are looking for.,"We don't have any work, madam. You tell me, if there is any work, we will come."
20260207/f739af29-15:52:51-9fbfb381,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Is it electrical, madam?"
20260207/f75983c7-16:15:56-fc4c0d44,23,What job roles are you looking for? You can tell any job you are looking for.,We are IPS.
20260207/f7628b81-15:45:30-0dfbe0ef,11,What was the last title of your last job role?,Okay.
20260207/f7628b81-15:45:30-0dfbe0ef,13,What was the last title of your last job role?,"Hello, is it college service?"
20260207/f7628b81-15:45:30-0dfbe0ef,15,What was the last title of your last job role?,Computer
20260207/f76d9151-15:56:07-c23a1436,17,What job roles are you looking for? You can tell any job you are looking for,Aapis Work
20260207/f7b3126a-17:54:08-a97b5669,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Banking.
20260207/f7da0833-16:18:56-d7a8e1d0,19,"Okay, so you are preparing for SSC GD. What job roles are you looking for? You can tell any job you are looking for.",Indian Army madam.
20260207/f7e37c3e-16:15:48-0279e0d8,53,What job roles are you looking for? You can tell any job you are looking for.,"Hey, I know your name is Manayya."
20260207/f7e37c3e-16:15:48-0279e0d8,55,What job roles are you looking for? You can tell any job you are looking for.,"Hey, what is it today, what is it today, what is it today again?"
20260207/f7e37c3e-16:15:48-0279e0d8,57,What job roles are you looking for? You can tell any job you are looking for.,Education degree degree Bachelor's degree
20260207/f7f52127-16:58:59-4b0d0041,11,What was the last title of your last job role?,Ah company.
20260207/f7f52127-16:58:59-4b0d0041,15,What job roles are you looking for? You can tell any job you are looking for.,Anything
20260207/f7f52127-17:01:12-b4e1eeb5,11,What was the last title of your last job role?,Company industry company.
20260207/f7f56896-15:44:39-03375e6c,15,What job roles are you looking for? You can tell any job you are looking for,Software developers.
20260207/f80587ba-16:40:30-1656e3a0,17,What job roles are you looking for? You can tell any job you are looking for. Hey are you still on call?,"My salary should be fifty thousand rupees for one month, something like that."
20260207/f80587ba-16:40:30-1656e3a0,19,"I understand you have a salary expectation. For now, could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.",I get fifty thousand rupees per month.
20260207/f80e5399-19:32:54-1a802d2e,15,What was the last title of your last job role?,It is four hours away from Bombay.
20260207/f81738a1-17:01:54-f6100abd,15,"Okay, I understand. What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",There are more marketing roles.
20260207/f81e33ed-16:23:04-7d3c247c,15,What job roles are you looking for? You can tell any job you are looking for.,Which one do you want?
20260207/f822b3aa-16:11:49-12090983,15,What job roles are you looking for? You can tell any job you are looking for.,"Yes, twenty rupees."
20260207/f822b3aa-16:11:49-12090983,17,"I'm sorry, I didn't understand. Could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.",We are office workers now.
20260207/f845a6bd-16:30:41-687e1aaf,13,What job roles are you looking for? You can tell any job you are looking for,In what way?
20260207/f8547a14-16:00:14-6ed5da24,21,"What job roles are you looking for? You can tell any job you are looking for, like data entry operator, salesperson, electrician, or machine operator.","Hey, I can't speak, tell me."
20260207/f8567b38-15:36:59-7a26a5af,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Data entry operator.
20260207/f85c15a3-16:46:47-568e7d42,15,What job roles are you looking for? You can tell any job you are looking for.,Back end job in office.
20260207/f861d246-18:07:15-d1dbc872,21,What job roles are you looking for? You can tell any job you are looking for.,"That IT company, which one? Toyota company."
20260207/f870f7c9-16:30:35-d009fa7b,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/f875dfb8-17:52:34-67a59605,13,What was the last title of your last job role?,Feature.
20260207/f8957e88-16:57:56-6ed44627,17,What job roles are you looking for? You can tell any job you are looking for.,What work do you mean?
20260207/f8957e88-16:57:56-6ed44627,21,What job roles are you looking for? You can tell any job you are looking for.,"I am teaching, I am interested in teaching, ma'am, teaching."
20260207/f89b2d95-16:58:29-b877c1df,13,What job roles are you looking for? You can tell any job you are looking for.,Office assistant.
20260207/f8a7c199-16:34:31-80f6dec6,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/f8b86f70-16:09:45-a1268320,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/f8c55597-17:46:25-9b5487f7,17,What job roles are you looking for? You can tell any job you are looking for.,We are looking for a job but we are not getting it.
20260207/f8c55597-17:46:25-9b5487f7,21,"Okay, I understand that data entry is not what you're looking for. What job roles are you looking for? You can tell me any job you are looking for.","Ma'am, I am asking about doing accountancy right now."
20260207/f8d16c08-15:51:36-a2ed18a7,19,What job roles are you looking for? You can tell any job you are looking for.,Company works and bank works.
